,id,date,dateYear,dateMonth,dateDay,rating,userName,content
11,12,20200408,2020,04,08,5,Google 사용자,"Full version을 구매했지만, 다른 기기로 사용하니 구매내역이 복구되지 않아요. 어떻게 해야 하나요?"
12,13,20210410,2021,04,10,5,박주현,간단하게 써봤는데 실측 도면 그릴때나 현장에서 레이아웃잡을때 괜찮을듯
13,14,20211011,2021,10,11,5,하민혁,이거 basic 무료 3일 실수로 눌러버렸는데 3일 지나면 자동으로 취소되나요?
14,15,20210109,2021,01,09,5,yi t,thank you i love you so much 그리고 박완서님 복층이 안 되면 도면을 두개 만들면 됩니다 별점 1점은 본인 머리에게 주는 점수인거죠?
15,16,20211008,2021,10,08,3,man sp,결제를했는데 기능들을 쓸수가 없게 클릭이 안되는데 왜그런건가요?
16,17,20191115,2019,11,15,5,Google 사용자,이사준비하면서 결제해서 사용중입니다 아주좋습니다
17,18,20210814,2021,08,14,1,유사랑,저 다운로드한지 50초 이하만에 지웠읍니다^^
18,19,20210921,2021,09,21,5,임주영,제가 찾던 어플입니다 진짜 감사합니다 이걸로 가구 시뮬레이션 하고 있어요
19,20,20181001,2018,10,01,5,Google 사용자,사용하기 편하긴 한데 가구종류가 미흡한 것 같아요.
20,21,20191108,2019,11,08,5,Google 사용자,아크서바일벌이볼브드할때 써먹을설계도 만들어봅니다ㅎㅎ
21,22,20200927,2020,09,27,1,홍홍홍빈쓰,영어말고한국어가안돼요 이거 이상한데 깔지마세요 0점
22,23,20220211,2022,02,11,5,ᄋᄉᄋ,다른 거 여러개 써봤는데 이게 젤 좋아요
23,24,20191030,2019,10,30,5,Google 사용자,가구 배치하는 데 잘 써먹음 ㄱㅅ
24,25,20210228,2021,02,28,5,Jade Le,"굿(*´ ˘ `*) 심심할때 하면 좋겠엉ヾ(๑╹◡╹)ﾉ"""
25,26,20190718,2019,07,18,5,Google 사용자,편리함 좋아요
26,27,20210804,2021,08,04,1,Reo Kim,다운받지마셔요... 믿고거르는!!👍
27,28,20210624,2021,06,24,1,정의찬,다운로드하지마세요 가구놓을수없고한국어가없어요 환불해주세요재발요 별1개가아니야 별마이어스100000개
28,29,20220731,2022,07,31,1,Alice Kim,이거 무슨 제미로 허는건지 모르겠어요
29,30,20200617,2020,06,17,4,김귀요미형제,통창이 안됨
30,31,20191107,2019,11,07,1,Google 사용자,복층이 안됨
31,32,20220906,2022,09,06,5,Jeong-seon Kim,"Reasonable ADs, nice application."
32,33,20220803,2022,08,03,5,한헌탁,Great App! Easy to use and almost every functions even free version! Thank you for make this app
33,34,20220710,2022,07,10,5,장그뤡,"Is it 1time payment for full, unlimit use or Do I need to payment for every time?"
34,35,20220125,2022,01,25,5,김우진,Simple UI & Easy to use!
35,36,20210422,2021,04,22,5,최인용,Easy to use! Need to update ; - color change in 3D mode - more clear edge line - apply full glass wall not window
36,37,20201026,2020,10,26,5,charlie shin,me gustó ese aplicación!
37,38,20190803,2019,08,03,5,Google 사용자,"Best free software for me so far. However, I'm still trying to figure out how to change wall height."
38,39,20190704,2019,07,04,5,Google 사용자,도면 백업은 못하나요? 폰 바꾸면 도면 못불러오나요?
39,40,20190131,2019,01,31,5,Google 사용자,Best floor plan app ever! Have been using multiple floor plan apps for 5 years now and finally I found the perfect app for me. Great!
40,41,20190303,2019,03,03,4,Google 사용자,how can i take a screenshot? can it be charged version???
41,42,20180822,2018,08,22,1,Google 사용자,사이즈가 실 사이즈와 다릅니다
42,43,20170421,2017,04,21,5,Google 사용자,여러개 써보고 선택합니디ㅡ
43,44,20170207,2017,02,07,5,Google 사용자,좋아요. 탭에서 간단히 쓰기에 괜찮네요
44,45,20170219,2017,02,19,4,Google 사용자,광고 없이 유료로 사용하려면 어떻게 해야 하는지요? 설명좀 한글로 번역해주면 좋을듯
45,46,20160324,2016,03,24,5,Google 사용자,직관적이고 사용편하고 ~^^
46,47,20160313,2016,03,13,3,Google 사용자,유료 하실거면ㅡ최소한의 성의좀 보여주셨으면 합니다ㅡㅡ번역 이라도ㅡ화면 캡처안되게 노력하는 시간에 번역이라도 시간 투자하셨음 하는 개인적 생각입니다ㅡ
47,48,20151210,2015,12,10,5,Google 사용자,최곱니다 ㅋㅋ
48,49,20150526,2015,05,26,5,Google 사용자,가구배치용으로는 이게젤좋음.. 사이즈 입력도 있고 ㅎ
49,50,20150303,2015,03,03,5,Google 사용자,몇몇 아쉬운 부분이 있지만 그래도 제일 쓸만하네요.
50,51,20150213,2015,02,13,5,Google 사용자,최고에요
51,52,20130815,2013,08,15,2,Google 사용자,이런 기능이 있다는것이 대단합니다..^^v 그런데 어렵네요.
52,53,20130523,2013,05,23,4,Google 사용자,그치만 펜이 없어서 잘못 인식할때가 ㅎㄷㄷ 손가락이 두까운가...ㅜㅡㅜ
53,54,20171002,2017,10,02,5,Google 사용자,방 가구배치 바꾸려고했는데 도움이많이됐어요
54,55,20170808,2017,08,08,4,Google 사용자,I love it but I want colorful furniture and there are so many ads thanks!!!
55,56,20170227,2017,02,27,5,Google 사용자,올~~~
